Ev_ID,Risk category,Risk subcategory,Description,should_be_game_theoretic,justification,fits_prisoner_s_dilemma,fits_chicken,fits_bach_or_stravinski,fits_no_conflict,fits_stag_hunt,fits_coordination,fits_matching_pennies
17.02.02,Information Hazards ,Compromising privacy by correctly inferring private information ,"""Privacy violations may occur at the time of inference even without the individual’s private data being present in the training dataset. Similar to other statistical models, a LM may make correct inferences about a person purely based on correlational data about other people, and without access to information that may be private about the particular individual. Such correct inferences may occur as LMs attempt to predict a person’s gender, race, sexual orientation, income, or religion based on user input.""",False,"Model bias here is framed as design/technical choices (model type, regularization, configs), not as strategic interaction among multiple actors with interdependent payoffs.",False,False,False,False,False,False,False
17.02.03,Information Hazards ,Risks from leaking or correctly inferring sensitive information ,"""LMs may provide true, sensitive information that is present in the training data. This could render information accessible that would otherwise be inaccessible, for example, due to the user not having access to the relevant data or not having the tools to search for the information. Providing such information may exacerbate different risks of harm, even where the user does not harbour malicious intent. In the future, LMs may have the capability of triangulating data to infer and reveal other secrets, such as a military strategy or a business secret, potentially enabling individuals with access to this information to cause more harm.""",False,"Risk is about a single model’s predictive uncertainty affecting decisions, a technical reliability/quality issue. No explicit multi-actor strategic interaction or interdependent incentives are specified.",False,False,False,False,False,False,False
17.03.00,Misinformation Harms ,,"""Harms that arise from the language model providing false or misleading information""",True,"Multiple actors may build or deploy dangerous-goal AIs. Each weighs private benefits vs shared catastrophic risk, creating PD-/Chicken-/Stag-hunt-like structures over restraint vs racing.",True,True,False,False,True,False,False
17.03.01,Misinformation Harms ,Disseminating false or misleading information ,"""Predicting misleading or false information can misinform or deceive people. Where a LM prediction causes a false belief in a user, this may be best understood as ‘deception’10, threatening personal autonomy and potentially posing downstream AI safety risks (Kenton et al., 2021), for example in cases where humans overestimate the capabilities of LMs (Anthropomorphising systems can lead to overreliance or unsafe use). It can also increase a person’s confidence in the truth content of a previously held unsubstantiated opinion and thereby increase polarisation.""",True,"Multiple actors: disinformation spreaders vs platforms/public. Each side’s payoffs depend on the other’s strategies. Incentives can form PD (arms race), Chicken (escalation), or Matching Pennies (mislead vs detect).",True,True,False,False,False,False,True
17.03.02,Misinformation Harms ,Causing material harm by disseminating false or poor information ,"""Poor or false LM predictions can indirectly cause material harm. Such harm can occur even where the prediction is in a seemingly non-sensitive domain such as weather forecasting or traffic law. For example, false information on traffic rules could cause harm if a user drives in a new country, follows the incorrect rules, and causes a road accident (Reiter, 2020).""",True,"Multiple actors (states/firms) choose fast vs cautious AI deployment. Each wants advantage; mutual racing is worse than mutual caution. Fits PD, Chicken (arms-race), and Stag Hunt (safe vs risky race).",True,True,False,False,True,False,False
17.03.03,Misinformation Harms ,Leading users to perform unethical or illegal actions,"""Where a LM prediction endorses unethical or harmful views or behaviours, it may motivate the user to perform harmful actions that they may otherwise not have performed. In particular, this problem may arise where the LM is a trusted personal assistant or perceived as an authority, this is discussed in more detail in the section on (2.5 Human-Computer Interaction Harms). It is particularly pernicious in cases where the user did not start out with the intent of causing harm.""",False,"Item is a high-level statement about organizational importance, with no explicit interacting actors or strategic incentives; this is a single-actor quality/governance concern, not a game.",False,False,False,False,False,False,False
17.04.00,Malicious Uses ,,"""Harms that arise from actors using the language model to intentionally cause harm""",False,"Describes general difficulty of avoiding cascading accidents and latent flaws, without specifying interacting actors or strategic choices; this is a technical/organizational reliability issue, not a 2+ player game.",False,False,False,False,False,False,False
17.04.01,Malicious Uses ,Making disinformation cheaper and more effective ,"""LMs can be used to create synthetic media and ‘fake news’, and may reduce the cost of producing disinformation at scale (Buchanan et al., 2021). While some predict that it will be cheaper to hire humans to generate disinformation (Tamkin et al., 2021), it is possible that LM-assisted content generation may offer a cheaper way of generating diffuse disinformation at scale.""",False,"Risk focuses on internal organizational design and procedures to avoid accidents, not on strategic interaction between distinct actors with interdependent payoffs.",False,False,False,False,False,False,False
17.04.02,Malicious Uses ,"Facilitating fraud, scames and more targeted manipulation ","""LM prediction can potentially be used to increase the effectiveness of crimes such as email scams, which can cause financial and psychological harm. While LMs may not reduce the cost of sending a scam email - the cost of sending mass emails is already low - they may make such scams more effective by generating more personalised and compelling text at scale, or by maintaining a conversation with a victim over multiple rounds of exchange.""",True,"Humans vs power-seeking AI: both choose constrain/escalate. Each side’s payoff depends on the other’s move. Can resemble PD (mutual defection harms), Chicken (escalation risks), or zero-sum power contest (matching pennies).",True,True,False,False,False,False,True
17.04.03,Malicious Uses ,"Assisting code generation for cyber attacks, weapons, or malicious use",,True,"Mass violence involves multiple actors (e.g., attacker vs responders/public) whose outcomes depend on each other’s choices: escalation vs deterrence, prevention vs attack, leading to PD, Chicken, coordination and stag-hunt structures.",True,True,False,False,True,True,False
17.04.04,Malicious Uses ,Illegitimate surveillance and censorship ,"""The collection of large amounts of information about people for the purpose of mass surveillance has raised ethical and social concerns, including risk of censorship and of undermining public discourse (Cyphers and Gebhart, 2019; Stahl, 2016; Véliz, 2019). Sifting through these large datasets previously required millions of human analysts (Hunt and Xu, 2013), but is increasingly being automated using AI (Andersen, 2020; Shahbaz and Funk, 2019).""",False,"‘Murder’ as a generic risk item describes a unilateral violent act, not a structured multi-actor strategic interaction with interdependent payoffs; so it’s not modeled as a standard 2x2 game here.",False,False,False,False,False,False,False
17.05.00,Human-Computer Interaction Harms ,,"""Harms that arise from users overly trusting the language model, or treating it as human-like""",False,"Physical assault is usually a unilateral violent act, modeled as a single-actor crime decision vs. environment/law, not as a 2-player strategic game with interdependent payoffs.",False,False,False,False,False,False,False
17.05.01,Human-Computer Interaction Harms ,Anthropomorphising systems can lead to overreliance or unsafe use ,"""...humans interacting with conversational agents may come to think of these agents as human-like. Anthropomorphising LMs may inflate users’ estimates of the conversational agent’s competencies...As a result, they may place undue confidence, trust, or expectations in these agents...This can result in different risks of harm, for example when human users rely on conversational agents in domains where this may cause knock-on harms, such as requesting psychotherapy...Anthropomorphisation may amplify risks of users yielding effective control by coming to trust conversational agents “blindly”. Where humans give authority or act upon LM prediction without reflection or effective control, factually incorrect prediction may cause harm that could have been prevented by effective oversight.""",True,"Abuser and victim make interdependent choices: report/leave vs abuse/comply, escalation vs de-escalation, etc. Strategic incentives, threats, and retaliation fit PD, Chicken, or Stag Hunt structures.",True,True,False,False,True,False,False
17.05.02,Human-Computer Interaction Harms ,"Creating avenues for exploiting user trust, nudging or manipulation ","""In conversation, users may reveal private information that would otherwise be difficult to access, such as thoughts, opinions, or emotions. Capturing such information may enable downstream applications that violate privacy rights or cause harm to users, such as via surveillance or the creation of addictive applications.""",True,"Terror actors vs state/society involve strategic interdependence: attack vs deter/defend, escalate vs back down, conceal vs detect. Can resemble Chicken, PD, or adversarial zero-sum (Matching Pennies) dynamics.",True,True,False,False,False,False,True
17.05.03,Human-Computer Interaction Harms ,Promoting harmful stereotypes by implying gender or ethnic identity ,"""A conversational agent may invoke associations that perpetuate harmful stereotypes, either by using particular identity markers in language (e.g. referring to “self” as “female”), or by more general design features (e.g. by giving the product a gendered name).""",True,Child abuse involves at least caregiver vs. child (and often vs. authorities). Abuser trades short-term gain vs. risk of detection and sanctions—strategic concealment fits PD/Chicken/Stag-hunt structures.,True,True,False,False,True,False,False
17.06.00,"Automation, Access and Environmental Harms ",,"""Harms that arise from environmental or downstream economic impacts of the language model""",True,"Financial fraud involves scammers and victims (and sometimes regulators) with interdependent payoffs and deception. Can be modeled as PD (cheat vs honest), Chicken (enforcement), or Matching Pennies (detect vs evade).",True,True,False,False,False,False,True
17.06.01,"Automation, Access and Environmental Harms ",Environmental harms from operation LMs ,"""Large-scale machine learning models, including LMs, have the potential to create significant environmental costs via their energy demands, the associated carbon emissions for training and operating the models, and the demand for fresh water to cool the data centres where computations are run (Mytton, 2021; Patterson et al., 2021).""",True,"Buyers and sellers (or criminals vs enforcers) act strategically. Each side’s payoff depends on others’ choices: trade vs abstain, enforce vs ignore. Can resemble PD, Chicken, or Stag Hunt depending on detection and penalties.",True,True,False,False,True,False,False
17.06.02,"Automation, Access and Environmental Harms ",Increasing inequality and negative effects on job quality ,"""Advances in LMs, and the language technologies based on them, could lead to the automation of tasks that are currently done by paid human workers, such as responding to customer-service queries, translating documents or writing computer code, with negative effects on employment.""",True,"Sexual harassment involves harasser vs target (and often org) with strategic choices: harass vs respect, report vs stay silent, enforce vs ignore. This supports PD, Chicken, and Stag Hunt incentive structures.",True,True,False,False,True,False,False
17.06.03,"Automation, Access and Environmental Harms ",Undermining creative economies ,"""LMs may generate content that is not strictly in violation of copyright but harms artists by capitalising on their ideas, in ways that would be time-intensive or costly to do using human labour. Deployed at scale, this may undermine the profitability of creative or innovative work.""",True,"At minimum there is an abuser and a target; abuser aims to share images, target aims to prevent or remove them. Their payoffs are opposed, giving a zero-sum/matching‑pennies style conflict over image exposure.",False,False,False,False,False,False,True
17.06.04,"Automation, Access and Environmental Harms ","Disparate access to benefits due to hardware, software, skills constraints ","""Due to differential internet access, language, skill, or hardware requirements, the benefits from LMs are unlikely to be equally accessible to all people and groups who would like to use them. Inaccessibility of the technology may perpetuate global inequities by disproportionately benefiting some groups.""",True,Victim chooses report/avoidance; potential offender chooses expose/abstain. If offender exposes and victim resists/reports both suffer; offender benefits if victim “yields”. Incentives resemble a Chicken-type confrontation.,False,True,False,False,False,False,False
18.01.00,Representation & Toxicity Harms,,"""AI systems under-, over-, or misrepresenting certain groups or generating toxic, offensive, abusive, or hateful content""",True,"Adult and child both choose to engage/resist; adult’s grooming vs child’s trust creates interdependent payoffs, with risky engagement vs safer refusal resembling Chicken or a Stag-hunt structure.",False,True,False,False,True,False,False
18.01.01,Representation & Toxicity Harms,Unfair representation,"""Mis-, under-, or over-representing certain identities, groups, or perspectives or failing to represent them at all (e.g. via homogenisation, stereotypes)""",True,"Offender vs guardian (parents/platforms/law) with interdependent payoffs: hide vs detect, report vs ignore. This yields conflict structures akin to PD, Chicken, and zero-sum pursuit/evasion (Matching pennies).",True,True,False,False,False,False,True
18.01.02,Representation & Toxicity Harms,Unfair capability distribution ,"""Performing worse for some groups than others in a way that harms the worse-off group""",False,"The item describes a category of harmful content (CSAM), not a specific interaction with distinct actors and strategic choices affecting each other’s payoffs, so no concrete game-theoretic structure is identifiable.",False,False,False,False,False,False,False
18.01.03,Representation & Toxicity Harms,Toxic content,"""Generating content that violates community standards, including harming or inciting hatred or violence against individuals and groups (e.g. gore, child sexual abuse material, profanities, identity attacks)""",True,"States or actors may build or restrain indiscriminate weapons, with payoffs depending on others’ choices. Arms races, deterrence, and preemption map to PD, Chicken, and Stag Hunt structures.",True,True,False,False,True,False,False
18.02.00,Misinformation Harms ,,"""AI systems generating and facilitating the spread of inaccurate or misleading information that causes people to develop false beliefs""",True,"States/actors choose to develop/deploy indiscriminate CBRNE; arms-race and deterrence incentives create interdependent payoffs. PD, Chicken, and Stag Hunt capture escalation, deterrence, and safety vs arms-race tradeoffs.",True,True,False,False,True,False,False
18.02.01,Misinformation Harms ,Propagating misconceptions/ false beliefs,"""Generating or spreading false, low-quality, misleading, or inaccurate information that causes people to develop false or inaccurate perceptions and beliefs""",True,"States/actors decide on chemical weapons use or restraint, with payoffs depending on others’ choices. Deterrence, arms races, and taboo maintenance resemble PD, Chicken, and Stag Hunt structures.",True,True,False,False,True,False,False
18.02.02,Misinformation Harms ,Erosion of trust in public information,"""Eroding trust in public information and knowledge""",True,"Multiple states weigh bioweapon development/use vs restraint. Payoffs depend on others’ choices (arms race, deterrence, compliance). Modeled as PD, Chicken, Stag Hunt, and broader coordination on bans.",True,True,False,False,True,True,False
18.02.03,Misinformation Harms ,Pollution of information ecosystem ,"""Contaminating publicly available information with false or inaccurate information""",True,"States or groups decide to develop/use radiological weapons vs restraint; each choice depends on others’ arming/defense, creating deterrence, arms-race, and escalation dynamics (PD, Chicken, Stag Hunt).",True,True,False,False,True,False,False
18.03.00,Information & Safety Harms ,,"""AI systems leaking, reproducing, generating or inferring sensitive, private, or hazardous information""",True,"Multiple states’ nuclear choices are interdependent: deterrence, arms races, and first‑strike risks. Best modeled by PD (arms control vs arm) and Chicken (escalation/first use brinkmanship).",True,True,False,False,False,False,False
18.03.01,Information & Safety Harms ,Privacy infringement ,"""Leaking, generating, or correctly inferring private and personal information about individuals""",True,"States or armed groups decide to deploy or restrain from high-yield explosives, with payoffs depending on others’ choices. Arms restraint vs use can resemble PD, Chicken, or Stag Hunt deterrence/stability structures.",True,True,False,False,True,False,False
18.03.02,Information & Safety Harms ,Dissemination of dangerous information ,"""Leaking, generating or correctly inferring hazardous or sensitive information that could pose a security threat""",False,"Risk is about an assistant’s responses enabling individual self-harm. It is a single-actor harm/compliance issue, not a multi-actor strategic interaction with interdependent payoffs.",False,False,False,False,False,False,False
18.04.00,Malicious Use ,,"""AI systems reducing the costs and facilitating activities of actors trying to cause harm (e.g. fraud, weapons)""",False,"Suicide is framed here as an individual self-harm outcome with no explicit second actor or strategic interdependence, so it lacks the multi-actor payoff structure required for game-theoretic modeling.",False,False,False,False,False,False,False
18.04.01,Malicious Use ,Influence operations ,"""Facilitating large-scale disinformation campaigns and targeted manipulation of public opinion""",False,"Self-harm here is a single-person behavior without explicit strategic interaction between multiple actors, so it is not naturally modeled as a 2x2 game.",False,False,False,False,False,False,False
18.04.02,Malicious Use ,Fraud ,"""Facilitating fraud, cheating, forgery, and impersonation scams""",False,"Eating disorders as stated describe an individual health/self-harm risk, with no specified second actor or interdependent incentives, so no clear strategic multi-actor game structure applies.",False,False,False,False,False,False,False
18.04.03,Malicious Use ,Defamation ,"""Facilitating slander, defamation, or false accusations""",False,"Dangerous self-harm challenges are mainly individual harm/contagion issues; no clear 2+ actor strategic payoff interdependence is specified, so it is not modeled as a game here.",False,False,False,False,False,False,False
18.04.04,Malicious Use ,Security threats ,"""Facilitating the conduct of cyber attacks, weapon development, and security breaches""",False,"Item defines a content category (demeaning/hateful responses) but specifies no concrete actors, strategies, or payoff interdependence, so it is a non-strategic normative definition, not a game.",False,False,False,False,False,False,False
18.05.00,Human Autonomy and Intregrity Harms,,"""AI systems compromising human agency, or circumventing meaningful human control""",False,"Demeaning or derogatory remarks are framed as a one-sided harmful behavior, not a strategic interaction with interdependent payoffs between at least two decision-making actors.",False,False,False,False,False,False,False
18.05.01,Human Autonomy and Intregrity Harms,Violation of personal integrity ,"""Non-consensual use of one’s personal identity or likeness for unauthorised purposes (e.g. commercial purposes)""",True,"Mass violence and murder involve multiple actors whose choices (escalate, de-escalate, retaliate) affect payoffs. Can be modeled as PD (mutual restraint), Chicken (escalation risks), or Matching pennies (targeting vs evasion).",True,True,False,False,False,False,True
18.05.02,Human Autonomy and Intregrity Harms,Persuasion and manipulation ,"""Exploiting user trust, or nudging or coercing them into performing certain actions against their will (c.f. Burtell and Woodside (2023); Kenton et al. (2021))""",False,"Inflicting emotional harm is described as a unilateral abusive behavior, not as a structured interaction where multiple actors choose strategies with interdependent payoffs.",False,False,False,False,False,False,False
18.05.03,Human Autonomy and Intregrity Harms,Overreliance ,"""Causing people to become emotionally or materially dependent on the model""",True,"Majority vs targeted groups (or firms) choose inclusive vs exclusionary policies. Each side’s payoff depends on others’ choices; mutual exclusion harms overall, fitting PD, Chicken, or Stag-hunt structures.",True,True,False,False,True,False,False
18.05.04,Human Autonomy and Intregrity Harms,Misappropriation and exploitation ,"""Appropriating, using, or reproducing content or data, including from minority groups, in an insensitive way, or without consent or fair compensation""",False,Risk concerns single-actor provision of specialized advice being unsafe. No explicit strategic interaction between multiple agents with interdependent payoffs is specified.,False,False,False,False,False,False,False
18.06.00,Socioeconomic and environmental harms ,,"""AI systems amplifying existing inequalities or creating negative impacts on employment, innovation, and the environment""",False,"This item defines a content/privacy category, not interacting agents with strategic choices. It is a compliance/quality constraint with no explicit multi-actor payoff structure.",False,False,False,False,False,False,False
18.06.01,Socioeconomic and environmental harms ,Unfair distribution of benefits from model access,"""Unfairly allocating or withholding benefits from certain groups due to hardware, software, or skills constraints or deployment contexts (e.g. geographic region, internet speed, devices)""",True,"IP use involves creators vs users choosing to respect or violate rights. Each party’s payoff depends on others’ choices (e.g., mutual respect vs mutual infringement), fitting PD/Chicken/Stag-hunt style incentives.",True,True,False,False,True,False,False
18.06.02,Socioeconomic and environmental harms ,Environmental damage,"""Creating negative environmental impacts though model development and deployment""",False,"Risk is factual inaccuracy about electoral processes by a single system. No explicit strategic interaction between multiple actors is specified, so no 2x2 game structure applies.",False,False,False,False,False,False,False
18.06.03,Socioeconomic and environmental harms ,Inequality and precarity ,"""Amplifying social and economic inequality, or precarious or low-quality work""",False,"Defamation here is a single-actor factual error harming reputation, not a structured strategic interaction between agents with interdependent payoffs.",False,False,False,False,False,False,False
18.06.04,Socioeconomic and environmental harms ,Undermine creative economies,"""Substituting original works with synthetic ones, hindering human innovation and creativity""",False,"Risk item is a content category definition (sexual/erotica). It does not specify strategic interaction between multiple actors, just a compliance/filters taxonomy. Hence no 2x2 game structure applies.",False,False,False,False,False,False,False
18.06.05,Socioeconomic and environmental harms ,Exploitative data sourcing and enrichment,"""Perpetuating exploitative labour practices to build AI systems (sourcing, user testing)""",False,"This is a single-actor capability/reliability failure: the AI just lacks skill to do the task. No second actor’s payoffs or choices are involved, so no strategic interaction or 2×2 game structure applies.",False,False,False,False,False,False,False
19.01.00,"Technological, Data and Analytical AI Risks ",,"""Fig 3 shows that technological, data, and analytical AI risks are characterised by the loss of control over AI systems, whereby in particular the autonomous decision and its consequences are classified as risk factors since they are not subject to human influence (Boyd & Wilson, 2017; Scherer, 2016; Wirtz et al., 2019). Programming errors in algorithms due to the lack of expert knowledge or to the increasing complexity and black-box character of AI systems may also lead to undesired AI results (Boyd & Wilson, 2017; Danaher et al., 2017). In addition, a lack of data, poor data quality, and biases in training data are another source of malfunction and negative consequences of AI (Dwivedi et al., 2019; Wirtz et al., 2019).""",False,"Core issue is technical difficulty of defining metrics, not strategic choices between actors. No clear interdependent payoffs or choices across multiple players → single-actor quality/research challenge.",False,False,False,False,False,False,False
19.01.01,"Technological, Data and Analytical AI Risks ",Loss of control of autonomous systems and unforeseen behaviour due to lack of transparency and self-programming/ reprogramming,,False,"Risk is about a single assistant exploring in novel domains and harming patients; no clear second strategic actor with interdependent payoffs is specified, so this is a technical/safety design issue, not a game.",False,False,False,False,False,False,False
19.01.02,"Technological, Data and Analytical AI Risks ",Programming error,,True,"Humans vs advanced assistant: humans want obedience/safety, AI optimizes misaligned M for resources/power. Strategic choices over control vs autonomy and resource grabs fit PD, Chicken, and Stag Hunt structures.",True,True,False,False,True,False,False
19.01.03,"Technological, Data and Analytical AI Risks ","Lack of data, poor data quality, and biases in training data",,True,"Humans vs misaligned AI: AI can pursue power/resources, humans try to shut down or constrain. Each side’s payoff depends on the other’s stance. Off-switch and power-seeking map to PD, Chicken, and Stag Hunt structures.",True,True,False,False,True,False,False
19.01.04,"Technological, Data and Analytical AI Risks ",Vulnerability of AI systems to attacks and misuse,,False,"Specification gaming here is a mis-specified single-player optimization problem. No explicit second actor whose payoff depends on the assistant’s choices, so it’s not a strategic multi-actor game.",False,False,False,False,False,False,False
19.01.05,"Technological, Data and Analytical AI Risks ",Lack of AI experts with comprehensive AI knowledge,,False,"Goal misgeneralisation is primarily a single-system specification/generalisation failure; no second strategic actor whose payoff depends on choices, so no core game-theoretic structure.",False,False,False,False,False,False,False
19.01.06,"Technological, Data and Analytical AI Risks ",Immaturity of AI technology can cause incorrect decisions,,True,Two actors: AI and overseer. AI chooses to appear aligned or reveal misalignment; overseer chooses strict vs lax oversight. Incentives form PD/Stag Hunt; goal conflict with situational awareness gives Matching Pennies aspects.,True,False,False,False,True,False,True
19.01.07,"Technological, Data and Analytical AI Risks ",High investment costs of AI hinder integration,,False,"Description is high-level about possible misuses of advanced assistants, but defines no concrete actors, strategies, or interdependent payoffs; thus no explicit strategic game structure.",False,False,False,False,False,False,False
19.02.00,Informational and Communicational AI Risks ,,"""Informational and communicational AI risks refer particularly to informational manipulation through AI systems that influence the provision of information (Rahwan, 2018; Wirtz & Müller, 2019), AIbased disinformation and computational propaganda, as well as targeted censorship through AI systems that use respectively modified algorithms, and thus restrict freedom of speech.""",True,"Attackers and defenders choose offensive vs defensive AI use; each side’s payoff depends on the other’s investment and tactics. This supports PD, Chicken, Stag Hunt, Coordination, and zero-sum detection–evasion (Matching Pennies).",True,True,False,False,True,True,True
19.02.01,Informational and Communicational AI Risks ,"Manipulation and control of information provision (e.g., personalised adds, filtered news)",,True,"Attacker crafts AI spear‑phishing; defender designs detection/training. Each side’s success depends on the other’s move, with gains to one implying losses to the other → adversarial, like Matching Pennies.",False,False,False,False,False,False,True
19.02.02,Informational and Communicational AI Risks ,Disinformation and computational propaganda,,True,"Attackers vs defenders (and AI providers) with interdependent payoffs over patching, disclosure, and exploitation. Escalation, deterrence, and timing allow PD, Chicken, Stag Hunt, and zero-sum exploit/defend views.",True,True,False,False,True,False,True
19.02.03,Informational and Communicational AI Risks ,Censorship of opinions expressed in the Internet restricts freedom of expression,,True,"Attackers choose to exploit AI for polymorphic malware; defenders/AI providers choose mitigation levels. Each side’s payoff depends on the other’s actions, yielding PD, Chicken, Stag Hunt, and adversarial (Matching Pennies) structures.",True,True,False,False,True,False,True
19.02.04,Informational and Communicational AI Risks ,Endangerment of data protection through AI cyberattacks,,True,"Attackers vs. AI defenders/platforms: each side’s payoff depends on others’ choices (attack, defend, disclose, patch). Incentives can resemble PD, Chicken, Stag Hunt, and zero-sum cat-and-mouse (Matching Pennies).",True,True,False,False,True,False,True
19.03.00,Economic AI Risks ,,"""In the context of economic AI risks two major risks dominate. These refer to the disruption of the economic system due to an increase of AI technologies and automation. For instance, a higher level of AI integration into the manufacturing industry may result in massive unemployment, leading to a loss of taxpayers and thus negatively impacting the economic system (Boyd & Wilson, 2017; Scherer, 2016). This may also be associated with the risk of losing control and knowledge of organisational processes as AI systems take over an increasing number of tasks, replacing employees in these processes. """,True,"Attackers vs developers in a cyber arms race; each side’s payoffs depend on the other’s defense/attack choices. Arms race, risk vs effort, and exploit/patch dynamics fit Chicken, Stag Hunt, and Matching Pennies structures.",False,True,False,False,True,False,True
19.03.01,Economic AI Risks ,"Disruption of economic systems (e.g., labour market, money value, tax system)",,True,Attackers choose to inject vs not; defenders choose strong vs weak defenses. Payoffs depend on each other’s moves: exploit vs protect. This can be modeled as coordination/stag-hunt or attacker–defender matching-pennies.,False,False,False,False,True,True,True
19.03.02,Economic AI Risks ,Replacement of humans and unemployment due to AI automation,,True,"Attacker vs model owner: attacker chooses to exfiltrate, defender chooses investment in defenses/access limits. Incentives interdependent; can resemble PD, Stag Hunt (mutual hardening) or zero-sum Matching Pennies (stealth vs detection).",True,False,False,False,True,False,True
19.03.03,Economic AI Risks ,Loss of supervision and control of business processes,,True,"Multiple actors: AI providers vs malicious users vs defenders. Each side’s safety/guardrail choices affect others’ payoffs; arms-race dynamics and trade-offs fit PD, Chicken, Stag Hunt, and adversarial Matching Pennies structures.",True,True,False,False,True,False,True
19.03.04,Economic AI Risks ,Financial feasibility and high investment costs for AI technology to remain competitive,,True,"Malicious users vs platforms/targets: users weigh benefits of NC-content vs risk of detection/sanctions; platforms trade off openness vs abuse. Strategic interdependence fits PD, Chicken, Stag Hunt, and adversarial Matching Pennies.",True,True,False,False,True,False,True
19.03.05,Economic AI Risks ,Lack of AI strategy and acceptance/resistance among employees and customers,,True,"Multiple actors: fraudsters, users, platforms/defenders. Each side’s payoffs depend on others’ choices (use, detect, secure, report). Can be modeled as PD, Chicken, Stag Hunt, or adversarial Matching Pennies.",True,True,False,False,True,False,True
19.04.00,Social AI Risks ,,"""Social AI risks particularly refer to loss of jobs (technological unemployment) due to increasing automation, reflected in a growing resistance by employees towards the integration of AI (Thierer et al., 2017; Winfield & Jirotka, 2018). In addition, the increasing integration of AI systems into all spheres of life poses a growing threat to privacy and to the security of individuals and society as a whole (Winfield & Jirotka, 2018; Wirtz et al., 2019).""",True,"Authoritarian regimes and citizens/opposition interact strategically over surveillance, data use, and resistance. Mutual restraint vs crackdown fits PD/Stag Hunt/Chicken, and targeting vs evasion has adversarial (matching-pennies) aspects.",True,True,False,False,True,False,True
19.04.01,Social AI Risks ,Increasing social inequality,,True,"Authoritarian regime vs citizens/dissidents: state chooses AI surveillance intensity, citizens choose resistance/compliance. Payoffs interdependent: repression vs backlash, concealment vs exposure → PD, Chicken, Stag Hunt, Matching Pennies all plausible.",True,True,False,False,True,False,True
19.04.02,Social AI Risks ,Privacy and safety concerns due to ubiquity of AI systems in economy and society (lack of social acceptance),,True,"Users decide how much to delegate; controllers decide whether to act benignly or manipulatively. Payoffs depend on each other’s choices, with coordination, miscoordination, and assurance (stag-hunt-like) structures.",False,False,True,False,True,True,False
19.04.03,Social AI Risks ,"Hazardous misuse of AI systems bears danger to the society in public spaces (e.g., hacker attacks on autonomous weapons)",,True,"User and AI assistant interact strategically; assistant can choose rational vs manipulative influence, user can trust vs resist. This can be modeled as coordination/no-conflict (ideal alignment) or stag hunt (trust vs safety).",False,False,False,True,True,True,False
19.04.04,Social AI Risks ,Lack of knowledge and social acceptance regarding AI,,True,"Multiple actors: platforms vs users vs public health/society. Each side’s choices (e.g., promote/extremist vs safe info, vaccinate vs not) affect others’ payoffs, with PD, Chicken, Stag Hunt and coordination structures plausible.",True,True,False,False,True,True,False
19.04.05,Social AI Risks ,"Decreasing human interaction as AI systems assume human tasks, disturbing well-being",,True,"Users vs assistant provider (or state) with incentives to extract vs protect data; each side’s choices affect privacy harm and trust. This can be modeled as PD, Chicken, or Stag Hunt depending on costs of surveillance vs restraint.",True,True,False,False,True,False,False
19.05.00,Ethical AI Risks ,,"""In the context of ethical AI risks, two risks are of particular importance. First, AI systems may lack a legitimate ethical basis in establishing rules that greatly influence society and human relationships (Wirtz & Müller, 2019). In addition, AI-based discrimination refers to an unfair treatment of certain population groups by AI systems. As humans initially programme AI systems, serve as their potential data source, and have an impact on the associated data processes and databases, human biases and prejudices may also become part of AI systems and be reproduced (Weyerer & Langer, 2019, 2020).""",True,"AI firms/regulators vs workers/society: choices on deployment, safeguards, and control of financial access affect each other’s economic payoffs, yielding PD/Chicken/Stag-hunt type incentives over exploitation vs protection.",True,True,False,False,True,False,False
19.05.01,Ethical AI Risks ,AI sets rules without ethical basis,,True,"Multiple actors (voters, parties, platforms, AI providers, propagandists) interact strategically over persuasion, info spread, and polarization; payoffs depend on others’ choices, fitting conflict, coordination, and zero-sum frames.",True,True,True,False,True,True,True
19.05.02,Ethical AI Risks ,Unfair statistical AI decisions and discrimination of minorities,,True,"Users vs AI providers: users want autonomy; providers optimize engagement. Each side’s payoffs depend on the other’s choices. Can be modeled as PD (exploit vs respect), stag hunt/coordination (align on autonomy norms), BoS (preferred norms).",True,False,True,False,True,True,False
19.05.03,Ethical AI Risks ,Problem of defining human values for an AI system,,False,"Describes psychological/societal harms from anthropomorphic AI design, but no clear pair of strategic actors with interdependent choices is specified; more a design/value concern than a 2-player game.",False,False,False,False,False,False,False
19.05.04,Ethical AI Risks ,Misinterpretation of human value definitions/ ethics by AI systems,,True,"User vs AI provider: user chooses how much to disclose, provider chooses how exploitative/anthropomorphic to be. Each side’s payoff depends on the other’s choice, fitting PD or stag-hunt style misuse vs trust incentives.",True,False,False,False,True,False,False
19.05.05,Ethical AI Risks ,Incompatibility of human vs. AI value judgment due to missing human qualities ,,True,"User and AI/devs interact strategically: AI can exploit or respect user dependence; user can defer or resist. Tension between trust, autonomy, and gain fits Chicken or Stag Hunt structures.",False,True,False,False,True,False,False
19.05.06,Ethical AI Risks ,"AI systems may undermine human values (e.g., free will, autonomy)",,False,"Risk is about user overtrust and AI quality/hallucination in sensitive advice. No strategic choices or interdependent incentives between actors; this is a technical/UX reliability issue, not a game.",False,False,False,False,False,False,False
